1.52127,71.50,0.00,9.49,0.00,0.00,1
1.51916,72.74,0.00,10.88,0.00,0.00,1
1.51969,73.75,0.38,11.53,0.00,0.00,1
1.51593,73.10,0.67,7.83,0.00,0.00,1
1.51905,72.37,0.00,9.57,0.00,0.00,1
1.51761,72.73,0.48,7.83,0.00,0.00,0
1.51602,73.28,0.00,8.76,0.64,0.09,1
1.51926,72.36,0.60,9.14,0.00,0.11,0
1.51613,72.88,0.37,7.94,0.00,0.14,1
1.51674,73.36,0.66,7.90,0.00,0.00,1
1.52475,72.19,0.81,13.24,0.00,0.34,1
1.51409,72.28,1.10,7.08,0.00,0.00,1
1.51556,73.23,0.14,9.41,0.81,0.01,1
1.52101,71.78,0.06,8.75,0.00,0.00,0
1.51215,72.98,0.62,8.35,0.00,0.31,0
1.51653,75.18,2.70,8.93,0.00,0.00,1
1.51666,73.88,0.97,10.17,0.00,0.00,1
1.51743,73.55,0.62,8.90,0.00,0.24,1
1.52664,73.21,0.00,14.68,0.00,0.00,1
1.51613,73.10,0.00,8.67,0.76,0.00,1
1.51589,73.28,0.69,8.05,0.00,0.24,0
1.51663,72.96,0.64,8.03,0.00,0.21,1
1.51776,72.04,0.58,8.79,0.00,0.00,1
1.51658,73.11,0.00,8.28,1.71,0.00,1
1.51779,73.00,0.06,8.93,0.00,0.00,1
1.51508,73.50,0.00,8.34,0.63,0.00,1
1.51761,73.24,0.58,8.39,0.00,0.00,0
1.51852,72.67,0.00,9.32,0.00,0.00,1
1.52213,71.77,0.11,9.57,0.00,0.00,0
1.51841,72.28,0.64,8.96,0.00,0.22,1
1.51596,73.11,0.72,7.90,0.00,0.00,1
1.51574,71.87,0.16,7.36,0.00,0.12,1
1.51755,73.20,0.59,8.64,0.00,0.00,0
1.52068,72.18,0.53,9.57,0.27,0.17,1
1.51631,72.87,0.61,7.89,0.00,0.00,1
1.51707,72.52,0.62,7.99,0.00,0.00,1
1.51898,72.08,0.59,8.91,0.00,0.00,0
1.51655,72.64,0.52,8.65,0.00,0.00,1
1.51918,72.08,0.56,8.30,0.00,0.00,0
1.51763,73.29,0.58,8.50,0.00,0.00,0
1.51778,72.98,0.51,9.02,0.00,0.09,0
1.51841,72.34,0.64,9.13,0.00,0.15,1
1.51829,72.38,0.00,9.26,0.00,0.00,1
1.51811,72.92,0.60,8.79,0.14,0.00,1
1.51789,72.33,0.55,8.44,0.00,0.28,1
1.51768,73.15,0.57,8.54,0.00,0.00,0
1.51769,72.77,0.11,8.60,0.00,0.00,1
1.51590,73.10,0.39,8.22,0.00,0.00,1
1.52667,71.57,0.02,9.82,0.00,0.10,0
1.51592,72.66,0.69,7.97,0.00,0.00,1
1.51609,73.05,0.05,8.83,0.53,0.00,1
1.52171,72.86,0.47,11.41,0.00,0.00,1
1.51719,73.02,0.00,8.53,1.59,0.08,1
1.52777,72.02,0.06,14.40,0.00,0.00,1
1.51966,72.02,0.03,9.00,0.00,0.00,0
1.51514,69.89,1.68,5.87,2.20,0.00,1
1.51783,72.95,0.57,8.75,0.00,0.00,0
1.51872,72.51,0.58,8.55,0.00,0.12,1
1.51754,72.79,0.57,8.27,0.00,0.11,0
1.51736,72.79,0.59,8.70,0.00,0.00,0
