14.15,0.00,2.09,72.74,1
13.02,3.62,1.06,72.34,1
13.38,0.00,1.40,72.25,1
12.71,3.42,1.20,73.20,0
13.15,3.61,1.05,73.24,0
13.72,3.68,1.81,72.06,1
12.86,0.00,1.83,73.88,1
14.17,3.81,0.78,71.35,0
12.72,3.46,1.56,73.20,0
12.20,3.25,1.16,73.55,1
13.12,3.58,0.90,72.20,0
12.81,3.57,1.35,73.02,0
13.56,3.57,1.47,72.45,1
13.64,3.54,0.75,72.65,1
13.72,0.00,0.56,74.45,1
13.87,0.00,2.54,73.23,1
13.12,3.41,1.58,73.26,1
12.87,3.48,1.29,72.95,0
13.71,3.93,1.54,71.81,1
14.36,3.85,0.89,71.36,0
13.14,2.84,1.28,72.85,0
13.02,0.00,3.04,70.48,1
15.79,1.83,1.31,70.43,1
13.88,1.78,1.79,73.10,1
13.29,3.45,1.21,72.74,0
13.64,4.49,1.10,71.78,0
13.36,3.43,1.43,72.26,1
13.08,3.49,1.28,72.86,0
12.93,3.54,1.62,72.96,1
12.61,3.59,1.31,73.29,0
13.98,1.35,1.63,71.76,1
14.21,3.82,0.47,71.77,0
14.70,0.00,2.34,73.28,1
13.19,3.90,1.30,72.33,1
14.14,0.00,2.88,72.61,1
13.80,3.15,0.66,70.57,1
12.85,1.61,2.17,72.18,1
14.04,3.58,1.37,72.08,0
12.84,3.50,1.14,73.27,0
13.02,3.54,1.69,72.73,0
12.57,3.47,1.38,73.39,0
13.20,3.63,1.07,72.83,1
13.24,3.90,1.41,72.33,1
13.10,3.97,1.19,72.44,1
13.78,2.28,1.43,71.99,1
12.99,3.18,1.23,72.97,1
12.67,2.88,1.71,73.21,1
14.46,2.24,1.62,72.38,1
13.21,3.39,1.33,72.76,0
14.37,0.00,2.74,72.85,1
10.73,0.00,2.10,69.81,1
13.50,3.36,1.63,71.94,1
13.92,3.52,1.25,72.88,1
14.86,2.20,2.06,70.26,1
13.02,3.58,1.51,73.12,1
13.21,3.77,0.79,71.99,0
13.44,3.61,1.54,72.39,1
15.15,0.00,2.25,73.50,1
13.99,3.70,0.71,71.57,0
12.73,3.43,1.19,72.95,0
13.60,3.62,1.11,72.64,0
14.80,0.00,1.99,73.11,1
13.05,3.65,0.87,72.22,0
13.04,3.40,1.26,73.01,1
12.30,0.00,1.00,70.16,1
11.23,0.00,0.77,73.21,1
13.72,3.72,0.51,71.75,0
12.16,3.52,1.35,72.89,1
14.40,1.74,1.54,74.55,1
13.09,3.52,1.55,72.87,1
14.92,0.00,1.99,73.06,1
14.75,0.00,2.00,73.02,1
13.09,3.59,1.52,73.10,1
13.25,3.76,1.32,72.40,1
13.31,3.58,0.82,71.99,0
13.33,3.85,1.25,72.78,1
13.79,2.41,1.19,72.76,1
14.09,2.19,1.66,72.67,1
12.82,3.55,1.49,72.75,0
14.39,0.00,1.82,72.86,1
13.90,3.73,1.18,72.12,0
13.70,0.00,1.36,71.24,1
13.21,3.48,1.41,72.64,0
12.73,1.85,1.86,72.69,1
12.82,3.52,1.90,72.86,1
14.03,3.76,0.58,71.79,1
12.79,3.52,1.54,73.36,1
13.65,3.66,1.11,72.77,1
12.99,3.47,1.12,72.98,0
13.49,3.48,1.35,71.95,0
12.81,3.54,1.23,73.24,0
12.64,0.00,0.67,72.02,1
14.95,0.00,2.27,73.30,1
12.85,3.51,1.44,73.01,1
14.56,0.00,0.56,73.48,1
13.25,3.45,1.43,73.17,1
12.78,3.62,1.29,72.79,0
13.36,3.58,1.49,72.72,1
12.79,3.61,1.62,72.97,0
13.38,3.50,1.15,72.85,0
11.03,1.71,1.56,73.44,1
14.85,0.00,2.38,73.28,1
13.83,2.90,1.17,71.15,1
14.86,3.67,1.74,71.87,1
13.69,3.59,1.12,71.96,0
13.39,3.66,1.19,72.79,0
13.48,3.48,1.71,72.52,1
12.93,3.66,1.56,72.51,1
13.14,3.45,1.76,72.48,1
13.48,3.74,1.17,72.99,0
17.38,0.00,0.34,75.41,1
12.98,3.54,1.21,73.00,0
13.05,3.65,0.87,72.32,0
12.85,3.67,1.24,72.57,1
14.77,3.75,0.29,72.02,0
13.41,3.55,1.25,72.81,1
13.43,3.98,1.18,72.49,1
13.41,3.39,1.28,72.64,1
