OMPX_ECOLI,0.50,0.88,0.53,0.20,1
TEHA_ECOLI,0.50,0.64,0.72,0.76,1
BCR_ECOLI,0.50,0.66,0.81,0.83,1
PROP_ECOLI,0.50,0.53,0.75,0.78,1
DSBC_ECOLI,0.50,0.31,0.38,0.43,1
CYSB_ECOLI,0.50,0.48,0.44,0.52,0
FEPD_ECOLI,0.50,0.55,0.78,0.74,1
CYOB_ECOLI,0.50,0.64,0.75,0.77,1
PA1_ECOLI,0.50,0.73,0.40,0.30,1
FRDD_ECOLI,0.50,0.48,0.78,0.73,1
MCP1_ECOLI,0.50,0.59,0.89,0.90,1
GLNP_ECOLI,0.50,0.53,0.79,0.81,1
DEOC_ECOLI,0.50,0.38,0.35,0.44,0
PTHB_ECOLI,0.50,0.51,0.69,0.72,1
PTWB_ECOLI,0.50,0.37,0.28,0.33,0
PHOH_ECOLI,0.50,0.41,0.23,0.34,0
GGT_ECOLI,0.50,0.49,0.49,0.41,1
SYD_ECOLI,0.50,0.43,0.29,0.39,0
SLP_ECOLI,0.50,0.62,0.55,0.28,1
SYK1_ECOLI,0.50,0.49,0.23,0.34,0
PTKC_ECOLI,0.50,0.57,0.75,0.78,1
EFTS_ECOLI,0.50,0.31,0.19,0.31,0
CYPB_ECOLI,0.50,0.56,0.11,0.23,0
SYL_ECOLI,0.50,0.41,0.29,0.39,0
EXBD_ECOLI,0.50,0.36,0.76,0.23,1
CYPH_ECOLI,0.50,0.54,0.49,0.23,1
NIRD_ECOLI,0.50,0.42,0.25,0.20,0
ECOT_ECOLI,0.50,0.25,0.42,0.25,1
FADL_ECOLI,0.50,0.83,0.40,0.29,1
LIVJ_ECOLI,0.50,0.40,0.54,0.32,1
OMPC_ECOLI,0.50,0.86,0.58,0.29,1
AGP_ECOLI,0.50,0.42,0.54,0.36,1
MOTB_ECOLI,0.50,0.42,0.61,0.34,1
POTD_ECOLI,0.50,0.46,0.31,0.29,1
PPB_ECOLI,0.50,0.49,0.40,0.34,1
PHOR_ECOLI,0.50,0.54,0.67,0.52,1
NFRC_ECOLI,0.50,0.47,0.26,0.36,0
USPA_ECOLI,0.50,0.55,0.22,0.33,0
PTAA_ECOLI,0.50,0.55,0.80,0.82,1
LLDP_ECOLI,0.50,0.59,0.66,0.66,1
MTR_ECOLI,0.50,0.66,0.65,0.69,1
CYOD_ECOLI,0.50,0.65,0.82,0.84,1
DGAL_ECOLI,0.50,0.35,0.51,0.49,1
GALP_ECOLI,0.50,0.59,0.85,0.86,1
TOLB_ECOLI,0.50,0.63,0.48,0.41,1
IPYR_ECOLI,0.50,0.22,0.16,0.26,0
AMY1_ECOLI,0.50,0.56,0.52,0.43,1
PPA_ECOLI,0.50,0.46,0.44,0.52,1
DCP_ECOLI,0.50,0.53,0.35,0.44,0
PNTB_ECOLI,0.50,0.57,0.78,0.80,1
