0.71,0.40,0.54,0.32,1
0.53,0.44,0.26,0.36,0
0.69,0.41,0.50,0.25,1
0.64,0.50,0.36,0.38,1
0.60,0.77,0.59,0.52,1
0.61,0.44,0.39,0.38,1
0.67,0.36,0.38,0.46,0
0.21,0.51,0.28,0.39,0
0.44,0.44,0.52,0.59,0
0.47,0.22,0.16,0.26,0
0.84,0.48,0.71,0.74,1
0.71,0.48,0.35,0.32,1
0.61,0.51,0.33,0.33,1
0.76,0.44,0.39,0.39,1
0.24,0.31,0.19,0.31,0
0.52,0.65,0.71,0.73,1
0.62,0.46,0.36,0.40,1
0.63,0.60,0.40,0.39,1
0.74,0.50,0.57,0.42,1
0.75,0.64,0.70,0.74,1
0.71,0.71,0.70,0.74,1
0.21,0.50,0.32,0.41,0
0.77,0.51,0.78,0.74,1
0.28,0.45,0.22,0.33,0
0.65,0.34,0.37,0.28,0
0.06,0.49,0.92,0.37,1
0.66,0.54,0.70,0.74,1
0.32,0.60,0.06,0.20,0
0.48,0.51,0.90,0.88,1
0.74,0.42,0.54,0.36,1
0.58,0.59,0.73,0.76,1
0.74,0.66,0.65,0.69,1
0.42,0.48,0.26,0.36,0
0.50,0.49,0.46,0.53,0
0.33,0.45,0.88,0.89,1
0.46,0.36,0.76,0.23,1
0.44,0.47,0.26,0.36,0
0.33,0.46,0.65,0.69,1
0.38,0.54,0.16,0.28,0
0.24,0.37,0.28,0.38,0
0.64,0.48,0.73,0.76,1
0.22,0.35,0.39,0.47,0
0.32,0.35,0.28,0.38,0
0.67,0.54,0.64,0.68,1
0.74,0.31,0.53,0.52,1
0.54,0.56,0.81,0.83,1
0.78,0.57,0.77,0.79,1
0.38,0.63,0.25,0.35,0
0.16,0.54,0.27,0.37,0
0.29,0.48,0.44,0.52,0
0.70,0.47,0.51,0.47,1
0.64,0.37,0.45,0.40,1
0.75,0.40,0.47,0.30,1
0.31,0.57,0.84,0.85,1
0.00,0.42,0.48,0.55,0
0.83,0.65,0.76,0.79,1
0.65,0.47,0.47,0.51,1
0.36,0.43,0.45,0.53,0
0.11,0.58,0.72,0.68,1
0.62,0.47,0.49,0.54,1
0.51,0.41,0.34,0.43,0
0.63,0.39,0.47,0.34,1
0.83,0.61,0.71,0.74,1
0.07,0.54,0.35,0.44,0
0.63,0.64,0.73,0.66,1
0.44,0.43,0.47,0.54,1
0.60,0.45,0.81,0.83,1
0.68,0.71,0.75,0.78,1
0.26,0.36,0.26,0.37,0
0.51,0.53,0.14,0.26,0
0.50,0.31,0.92,0.92,1
0.12,0.63,0.70,0.74,1
0.47,0.52,0.76,0.79,1
0.29,0.71,0.65,0.69,1
0.31,0.73,0.05,0.14,0
0.25,0.47,0.33,0.42,0
0.29,0.45,0.03,0.17,0
0.48,0.45,0.25,0.35,0
0.60,0.54,0.77,0.80,1
0.31,0.29,0.28,0.39,0
0.67,0.66,0.58,0.16,1
0.51,0.46,0.32,0.35,0
0.64,0.70,0.33,0.26,1
0.41,0.50,0.24,0.25,0
0.44,0.42,0.25,0.20,0
0.16,0.33,0.39,0.48,1
0.67,0.46,0.45,0.33,1
