PTCC_ECOLI,0.50,0.57,0.48,0.50,0.71,0.61,0.66,1
YTFQ_ECOLI,0.74,0.74,0.48,0.50,0.31,0.53,0.52,1
LGT_ECOLI,0.50,0.37,0.48,0.50,0.66,0.64,0.69,1
SERC_ECOLI,0.49,0.43,0.48,0.50,0.49,0.30,0.40,0
KGTP_ECOLI,0.45,0.40,0.48,0.50,0.61,0.74,0.77,1
DEOC_ECOLI,0.34,0.33,0.48,0.50,0.38,0.35,0.44,0
RIML_ECOLI,0.33,0.47,0.48,0.50,0.53,0.18,0.29,0
FADL_ECOLI,0.78,0.68,0.48,0.50,0.83,0.40,0.29,1
SYC_ECOLI,0.35,0.34,0.48,0.50,0.46,0.30,0.27,0
MURF_ECOLI,0.35,0.48,0.48,0.50,0.56,0.40,0.48,0
PFLB_ECOLI,0.29,0.41,0.48,0.50,0.48,0.38,0.46,0
PT1A_ECOLI,0.50,0.49,0.48,0.50,0.49,0.46,0.53,0
ATKC_ECOLI,0.85,0.53,0.48,0.50,0.53,0.52,0.35,1
PSTA_ECOLI,0.34,0.67,0.48,0.50,0.52,0.76,0.79,1
SECG_ECOLI,0.84,0.54,0.48,0.50,0.75,0.92,0.70,1
XYLE_ECOLI,0.69,0.39,0.48,0.50,0.57,0.76,0.79,1
PGK_ECOLI,0.34,0.28,0.48,0.50,0.41,0.35,0.44,0
METX_ECOLI,0.25,0.37,0.48,0.50,0.43,0.26,0.36,0
THGA_ECOLI,0.27,0.30,0.48,0.50,0.71,0.28,0.39,0
NFRB_ECOLI,0.63,0.49,0.48,0.50,0.54,0.76,0.79,1
GGT_ECOLI,0.74,0.82,0.48,0.50,0.49,0.49,0.41,1
DDLB_ECOLI,0.53,0.38,0.48,0.50,0.44,0.26,0.36,0
CYPB_ECOLI,0.30,0.16,0.48,0.50,0.56,0.11,0.23,0
GLYA_ECOLI,0.17,0.38,0.48,0.50,0.45,0.42,0.50,0
PTWB_ECOLI,0.57,0.54,0.48,0.50,0.37,0.28,0.33,0
TYRB_ECOLI,0.36,0.42,0.48,0.50,0.53,0.32,0.41,0
MSBB_ECOLI,0.16,0.51,0.48,0.50,0.33,0.39,0.48,1
KUP_ECOLI,0.62,0.42,0.48,0.50,0.58,0.79,0.81,1
DGAL_ECOLI,0.63,1.00,0.48,0.50,0.35,0.51,0.49,1
CAIT_ECOLI,0.69,0.43,0.48,0.50,0.59,0.74,0.77,1
METB_ECOLI,0.47,0.29,0.48,0.50,0.51,0.33,0.43,0
RIMI_ECOLI,0.24,0.57,0.48,0.50,0.63,0.34,0.43,0
NHAA_ECOLI,0.89,0.55,0.48,0.50,0.51,0.72,0.76,1
PTKB_ECOLI,0.64,0.76,0.48,0.50,0.45,0.35,0.38,0
MALF_ECOLI,0.63,0.54,0.48,0.50,0.65,0.79,0.81,1
RHAS_ECOLI,0.38,0.40,0.48,0.50,0.63,0.25,0.35,0
LSPA_ECOLI,0.83,0.37,0.48,0.50,0.61,0.71,0.74,1
NLPA_ECOLI,0.75,0.55,1.00,1.00,0.40,0.47,0.30,1
METC_ECOLI,0.24,0.43,0.48,0.50,0.54,0.52,0.59,0
CADB_ECOLI,0.83,0.48,0.48,0.50,0.65,0.76,0.79,1
TEHA_ECOLI,0.63,0.51,0.48,0.50,0.64,0.72,0.76,1
BGLX_ECOLI,0.65,0.57,0.48,0.50,0.47,0.47,0.51,1
POTF_ECOLI,0.66,0.71,0.48,0.50,0.41,0.50,0.35,1
C562_ECOLI,0.72,0.86,0.48,0.50,0.17,0.55,0.21,1
PSTS_ECOLI,0.62,0.78,0.48,0.50,0.47,0.49,0.54,1
TBPA_ECOLI,0.56,0.54,0.48,0.50,0.43,0.37,0.30,1
PROP_ECOLI,0.41,0.51,0.48,0.50,0.53,0.75,0.78,1
FEPB_ECOLI,0.70,0.64,0.48,0.50,0.47,0.51,0.47,1
BTUB_ECOLI,0.56,0.68,0.48,0.50,0.77,0.36,0.45,1
