0,1,0,1,1,0,1
7,5,2,0,0,0,1
28,5,0,1,0,0,1
0,1,0,0,2,0,1
90,2,0,1,0,0,1
3,5,0,0,0,0,1
231,1,13,0,0,0,1
3,0,5,0,0,1,1
1,1,0,0,0,1,1
7,5,2,0,0,0,1
5,2,3,1,0,0,1
1,5,2,0,0,0,1
2,5,0,0,0,0,1
14,2,3,0,0,0,1
20,2,3,0,0,1,1
77,0,0,0,0,0,0
1,5,0,0,0,0,0
0,1,0,1,0,0,1
0,0,2,0,0,0,1
18,5,0,0,0,1,1
61,1,3,0,0,0,1
2,6,0,2,0,1,0
3,5,0,0,0,1,1
2,5,0,0,0,0,1
0,1,3,0,0,0,1
15,0,3,0,0,0,1
35,3,0,0,0,0,1
8,5,7,0,0,1,1
39,2,3,0,0,0,1
6,3,0,0,0,0,1
56,2,0,0,0,0,0
0,1,0,0,0,1,1
15,6,0,0,0,1,1
6,2,0,0,0,0,0
6,5,0,0,0,0,0
7,2,0,1,0,0,1
1,3,0,4,0,0,1
6,5,3,0,0,0,1
54,0,0,0,0,0,0
1008,6,0,0,0,0,1
0,1,5,0,0,0,1
5,0,3,0,0,0,1
9,2,0,0,0,0,1
0,1,0,1,1,0,1
0,1,1,0,0,1,1
0,1,0,0,0,0,1
0,1,0,0,1,0,1
13,2,14,0,0,0,1
28,0,3,0,0,0,1
8,0,3,0,0,0,1
3,0,3,1,0,0,1
0,1,0,1,1,0,1
45,2,0,0,0,0,1
2,1,0,0,0,1,1
18,3,0,1,0,0,1
1,5,5,0,0,0,1
8,1,0,0,1,0,1
11,0,2,0,0,0,1
1,5,5,0,0,0,1
4,0,3,0,0,0,1
22,6,0,0,0,0,0
0,1,0,0,0,0,1
16,2,3,0,0,0,1
0,0,0,0,0,0,0
60,6,0,0,0,0,1
4,7,2,0,0,0,1
36,6,2,0,0,0,1
0,1,0,0,1,0,1
274,6,0,0,0,0,1
0,1,0,0,0,0,1
0,0,2,0,0,0,1
10,6,5,0,0,1,1
0,1,0,0,1,0,1
3,0,0,0,0,0,0
2,0,5,0,0,0,1
1,1,0,0,0,0,1
1,1,5,0,0,0,1
20,2,0,0,0,0,0
24,1,0,0,0,0,0
22,6,3,0,0,0,1
7,2,0,0,0,0,0
0,1,2,1,0,0,1
5,5,0,0,0,0,0
0,1,0,0,1,0,1
6,0,3,0,0,0,1
0,1,0,1,1,0,1
3,2,2,0,0,0,1
38,0,3,0,0,0,1
9,2,3,0,0,0,1
15,1,0,0,1,0,1
47,2,3,0,0,0,1
0,0,2,0,0,0,1
0,2,0,0,0,1,1
28,0,3,0,0,0,1
3,0,3,0,0,0,1
10,1,9,0,1,0,1
13,5,6,1,0,0,1
0,1,0,0,1,0,1
10,0,0,0,0,0,0
0,0,3,0,0,0,1
17,5,5,1,0,0,1
0,1,0,0,0,1,1
39,7,0,1,0,0,1
14,0,0,0,0,0,0
0,1,1,0,0,0,1
14,5,3,0,0,0,1
157,2,2,0,0,0,1
18,6,5,1,0,0,1
0,1,0,1,0,0,1
0,0,0,0,0,0,0
3,0,9,0,0,0,1
6,0,0,0,0,0,0
1,4,4,0,0,0,1
0,0,3,1,0,0,1
118,7,0,1,0,0,1
0,0,2,0,0,0,1
0,1,0,0,0,0,0
8,0,3,0,0,0,1
2,2,3,0,0,0,1
0,1,0,0,0,0,1
0,1,1,0,0,0,1
0,0,0,0,1,0,0
5,2,0,0,0,0,1
0,1,0,0,0,0,1
0,2,0,0,0,0,1
7,5,0,0,0,0,0
0,1,0,0,0,0,1
0,2,0,0,0,0,1
6,1,0,0,1,0,1
1,1,0,0,2,0,1
0,2,0,0,0,1,1
4,1,0,0,1,0,1
0,1,0,0,0,0,0
3,3,2,0,0,0,1
57,0,0,0,0,0,0
0,2,0,0,0,0,1
0,1,1,0,0,0,1
1,2,3,0,0,0,1
119,0,0,1,0,0,1
9,1,2,0,0,0,1
6,0,0,0,1,0,1
0,1,0,1,1,0,1
1,5,3,0,0,0,1
29,1,3,0,1,0,1
28,0,3,0,0,0,1
0,1,3,0,0,1,1
2,2,3,0,0,1,1
10,2,3,0,0,0,1
0,1,0,0,1,0,1
0,2,0,0,0,0,1
0,1,0,0,0,0,1
684,4,3,1,0,0,1
15,3,0,0,0,0,0
0,1,0,0,0,1,1
10,0,0,1,0,0,1
4,5,0,1,0,0,1
