1.51811,0.52,8.12,0.00,0.00,1
1.51915,0.60,10.09,0.00,0.00,1
1.51727,0.00,8.95,0.66,0.00,1
1.51860,0.51,8.60,0.00,0.00,1
1.51748,0.54,8.38,0.00,0.17,0
1.51831,1.41,6.47,2.88,0.00,1
1.51969,0.00,11.22,0.00,0.00,1
1.51844,0.58,8.42,0.00,0.00,1
1.52177,0.33,11.14,0.00,0.00,1
1.51623,0.04,9.04,0.40,0.09,1
1.51651,0.00,8.48,1.57,0.00,1
1.52410,0.08,10.79,0.00,0.00,1
1.51797,0.64,8.68,0.00,0.00,0
1.51756,0.57,8.24,0.00,0.00,0
1.51658,0.00,8.28,1.71,0.00,1
1.52152,0.23,9.82,0.00,0.16,0
1.51769,0.11,8.60,0.00,0.00,1
1.51736,0.59,8.70,0.00,0.00,0
1.52222,0.10,11.52,0.00,0.08,1
1.51602,0.00,8.76,0.64,0.09,1
1.51720,0.50,8.43,0.00,0.00,0
1.51514,1.68,5.87,2.20,0.00,1
1.52300,0.12,10.17,0.00,0.03,0
1.51768,0.61,8.69,0.00,0.14,0
1.51755,0.57,8.40,0.00,0.11,0
1.51115,0.00,6.65,0.00,0.00,1
1.51742,0.55,8.07,0.00,0.00,0
1.51872,0.58,8.55,0.00,0.12,1
1.51824,0.60,8.43,0.00,0.00,0
1.51625,0.45,8.21,0.00,0.00,1
1.51556,0.14,9.41,0.81,0.01,1
1.52152,0.19,9.85,0.00,0.17,0
1.51613,0.37,7.94,0.00,0.14,1
1.51593,0.61,7.86,0.00,0.00,1
1.51590,0.69,7.96,0.00,0.00,1
1.51800,0.54,8.21,0.00,0.15,1
1.51900,0.55,9.00,0.00,0.00,0
1.52172,0.18,9.61,0.00,0.07,0
1.51605,0.44,8.27,0.00,0.00,1
1.51321,6.21,6.93,0.00,0.00,1
1.51617,0.00,8.71,0.67,0.00,1
1.51652,0.64,7.96,0.00,0.00,1
1.51588,0.07,8.39,0.00,0.19,1
1.52101,0.06,8.75,0.00,0.00,0
1.51778,0.51,9.02,0.00,0.09,0
1.51779,0.06,8.93,0.00,0.00,1
1.51662,0.68,8.23,0.06,0.25,1
1.51763,0.60,8.56,0.00,0.00,0
1.51640,0.00,9.45,0.54,0.00,1
1.51569,0.38,8.03,0.00,0.00,1
1.51610,0.59,8.32,0.00,0.00,1
1.51838,1.46,5.79,1.63,0.00,1
1.51674,0.65,7.99,0.00,0.00,1
1.51841,0.64,8.96,0.00,0.22,1
1.51690,0.68,8.11,0.00,0.00,1
1.51674,0.66,7.90,0.00,0.00,1
1.51751,0.62,8.59,0.00,0.00,0
1.51793,0.59,8.43,0.00,0.00,0
1.52099,0.09,9.40,0.00,0.00,0
1.51673,0.65,8.03,0.00,0.29,1
1.51969,0.38,11.53,0.00,0.00,1
1.51768,0.57,8.54,0.00,0.00,0
1.52667,0.02,9.82,0.00,0.10,0
1.51571,0.67,8.09,0.00,0.24,0
1.52213,0.11,9.57,0.00,0.00,0
1.52777,0.06,14.40,0.00,0.00,1
1.51683,0.00,8.52,1.57,0.07,1
1.52211,0.23,9.14,0.00,0.37,1
1.51892,0.57,8.21,0.00,0.14,1
1.51818,0.00,10.99,0.00,0.00,1
1.51851,0.57,8.41,0.09,0.17,1
1.51623,0.08,9.18,1.06,0.00,1
1.51685,0.00,8.40,1.59,0.00,1
1.51846,0.51,8.28,0.00,0.00,1
1.52739,0.00,14.96,0.00,0.00,1
1.52213,0.11,9.57,0.00,0.00,0
1.51646,0.52,8.58,0.00,0.00,1
1.51531,0.04,9.08,0.64,0.00,1
1.52210,0.17,9.74,0.00,0.00,0
1.52043,0.33,12.50,0.00,0.00,1
1.51709,0.66,8.18,0.00,0.00,1
1.51909,0.51,8.78,0.11,0.00,0
1.52725,0.08,11.64,0.00,0.00,1
1.51215,0.62,8.35,0.00,0.31,0
1.51721,0.56,8.43,0.00,0.00,0
1.51905,0.00,9.57,0.00,0.00,1
1.51779,0.59,8.59,0.00,0.00,0
1.52058,0.76,9.70,0.24,0.51,1
1.52127,0.00,9.49,0.00,0.00,1
1.51545,0.08,9.07,0.61,0.05,1
1.51747,0.56,8.55,0.00,0.00,0
1.52614,0.19,13.44,0.00,0.10,1
1.51643,0.57,8.53,0.00,0.00,1
1.51839,0.62,8.68,0.00,0.35,1
1.51829,0.55,8.31,0.00,0.10,1
1.51763,0.58,8.50,0.00,0.00,0
1.51316,6.21,6.96,0.00,0.00,1
1.51596,0.64,8.07,0.00,0.26,0
1.51784,0.60,8.49,0.00,0.00,0
1.51783,0.57,8.75,0.00,0.00,0
1.51514,0.00,8.39,0.56,0.00,1
1.51761,0.48,7.83,0.00,0.00,0
1.52081,0.49,9.85,0.00,0.17,1
1.51508,0.00,8.34,0.63,0.00,1
1.51631,0.61,7.89,0.00,0.00,1
1.51848,0.54,8.32,0.00,0.32,1
1.51594,0.68,8.05,0.00,0.09,1
1.51655,0.57,8.79,0.11,0.22,1
1.51977,0.12,8.67,0.69,0.00,0
1.51694,0.61,8.79,0.00,0.00,1
1.51934,0.16,8.89,0.15,0.24,1
1.51793,0.64,8.77,0.00,0.00,0
1.52315,0.60,8.83,0.00,0.00,1
1.52020,0.39,10.56,0.00,0.18,1
1.52196,0.15,9.15,0.00,0.00,0
1.52068,0.53,9.57,0.27,0.17,1
1.51592,0.69,7.97,0.00,0.00,1
1.52121,0.11,9.65,0.00,0.00,1
1.51743,0.62,8.90,0.00,0.24,1
1.51719,0.00,8.53,1.59,0.08,1
1.51610,0.56,8.33,0.00,0.00,1
1.51653,2.70,8.93,0.00,0.00,1
1.51590,0.39,8.22,0.00,0.00,1
1.51847,0.60,8.43,0.00,0.00,1
1.51869,0.57,8.83,0.00,0.16,0
1.51593,0.67,7.83,0.00,0.00,1
1.51646,0.68,8.10,0.00,0.00,1
1.52172,0.23,9.54,0.00,0.11,0
1.52320,0.09,10.06,0.00,0.16,0
1.51609,0.05,8.83,0.53,0.00,1
1.51926,0.60,9.14,0.00,0.11,0
1.51663,0.64,8.03,0.00,0.21,1
1.51808,0.55,9.03,0.00,0.00,0
1.51670,0.56,8.44,0.00,0.10,1
1.52369,0.32,12.24,0.00,0.00,1
1.51837,0.55,9.07,0.00,0.00,0
1.51299,0.00,7.59,0.00,0.00,1
1.53393,0.12,16.19,0.00,0.24,1
1.51813,0.58,8.15,0.00,0.00,1
1.51640,0.63,8.08,0.00,0.09,1
1.52664,0.00,14.68,0.00,0.00,1
1.51820,0.35,9.42,0.00,0.20,1
1.52227,0.00,9.69,0.00,0.00,0
1.51786,0.62,8.76,0.00,0.30,0
1.52223,0.13,10.02,0.00,0.00,0
1.51898,0.59,8.91,0.00,0.00,0
1.51730,0.70,9.23,0.00,0.00,1
1.51796,0.57,8.81,0.00,0.09,1
1.51750,0.54,8.52,0.00,0.19,0
1.51645,0.66,8.03,0.00,0.00,1
1.51707,0.62,7.99,0.00,0.00,1
1.51732,0.00,8.61,1.55,0.00,1
1.51708,0.64,7.88,0.00,0.00,1
1.51769,0.56,9.06,0.00,0.24,0
1.51753,0.60,8.55,0.00,0.06,0
1.51629,0.67,8.24,0.00,0.00,1
1.51131,1.76,5.43,1.19,0.00,1
1.53125,0.58,13.30,3.15,0.28,1
1.52151,0.58,11.62,0.00,0.00,1
1.51916,0.00,10.88,0.00,0.00,1
1.51711,0.00,8.62,1.67,0.00,1
1.52365,0.31,8.61,1.68,0.00,1
1.51789,0.55,8.44,0.00,0.28,1
1.51811,0.60,8.79,0.14,0.00,1
1.51754,0.57,8.27,0.00,0.11,0
1.51841,0.64,9.13,0.00,0.15,1
1.51994,0.47,11.32,0.00,0.00,1
1.51665,0.60,8.38,0.00,0.17,1
1.51735,0.54,8.44,0.00,0.07,0
1.51754,0.59,8.03,0.00,0.00,0
1.52065,0.00,8.44,1.64,0.00,1
1.52119,0.13,11.27,0.00,0.28,1
