Haiti,1,4,28,6,3,1
Denmark,3,1,43,5,6,1
Fiji,6,2,18,1,1,1
Guyana,2,4,215,1,1,0
Djibouti,4,1,22,0,3,0
Benin,4,1,113,3,3,0
Vietnam,5,1,333,60,10,0
Nauru,6,2,0,0,10,1
Tuvalu,6,2,0,0,1,1
India,5,1,3268,684,6,0
Brunei,5,1,6,0,10,0
Syria,5,1,185,10,8,0
Argentina,2,3,2777,28,2,1
Sao-Tome,4,1,0,0,6,1
Morocco,4,4,447,20,8,0
Micronesia,6,1,1,0,10,1
Cameroon,4,1,474,8,3,1
Western-Samoa,6,3,3,0,1,1
Egypt,4,1,1001,47,8,0
Japan,5,1,372,118,9,0
Botswana,4,2,600,1,10,0
Cape-Verde-Islands,4,4,4,0,6,1
Libya,4,1,1760,3,8,0
Hungary,3,1,93,11,9,0
Canada,1,4,9976,24,1,1
Mauritius,4,2,2,1,1,0
Ghana,4,4,239,14,1,0
Costa-Rica,1,4,51,2,2,1
Zambia,4,2,753,6,10,0
Lebanon,5,1,10,3,8,0
Jordan,5,1,98,2,8,0
USSR,5,1,22402,274,5,0
UAE,5,1,84,1,8,0
North-Korea,5,1,121,18,10,0
Netherlands-Antilles,1,4,0,0,6,1
Austria,3,1,84,8,4,1
Uruguay,2,3,178,3,2,1
Equatorial-Guinea,4,1,28,0,10,0
Gambia,4,4,10,1,1,0
Sri-Lanka,5,1,66,15,10,0
Belgium,3,1,31,10,6,1
El-Salvador,1,4,21,5,2,1
Gibraltar,3,4,0,0,1,1
Tunisia,4,1,164,7,8,0
Nigeria,4,1,925,56,10,0
Mali,4,4,1240,7,3,0
Pakistan,5,1,804,84,6,0
Guam,6,1,0,0,1,1
Comorro-Islands,4,2,2,0,3,0
Yugoslavia,3,1,256,22,6,0
Maldive-Islands,5,1,0,0,10,0
Peru,2,3,1285,14,2,1
Netherlands,3,1,41,14,6,1
Congo,4,2,342,2,10,0
Turks-Cocos-Islands,1,4,0,0,1,1
Mexico,1,4,1973,77,2,1
Sudan,4,1,2506,20,8,0
Guatemala,1,4,109,8,2,1
Lesotho,4,2,30,1,10,0
Surinam,2,4,63,0,6,1
Faeroes,3,4,1,0,6,1
Bahrain,5,1,1,0,8,0
