Norway,3,1,324,4,6,1
Ecuador,2,3,284,8,2,1
UK,3,4,245,56,1,1
Niue,6,3,0,0,1,1
Guinea,4,4,246,6,3,0
Bhutan,5,1,47,1,10,0
Honduras,1,4,112,4,2,1
St-Vincent,1,4,0,0,1,1
Zaire,4,2,905,28,10,0
Vatican-City,3,1,0,0,6,1
Mozambique,4,2,783,12,10,0
Puerto-Rico,1,4,9,3,2,1
North-Yemen,5,1,195,9,8,0
Ireland,3,4,70,3,1,1
Bermuda,1,4,0,0,1,1
Central-African-Republic,4,1,623,2,10,0
Soloman-Islands,6,2,30,0,1,1
Niger,4,1,1267,5,3,0
Grenada,1,4,0,0,1,1
Iraq,5,1,435,14,8,0
South-Yemen,5,1,288,2,8,0
Mauritania,4,4,1031,2,8,0
Tonga,6,2,1,0,10,1
Bangladesh,5,1,143,90,6,0
Switzerland,3,1,41,6,4,1
Liechtenstein,3,1,0,0,4,1
Rwanda,4,2,26,5,10,0
Hong-Kong,5,1,1,5,7,0
Andorra,3,1,0,0,6,1
Greece,3,1,132,10,6,1
Luxembourg,3,1,3,0,4,1
USA,1,4,9363,231,1,1
Argentine,2,3,2777,28,2,1
Turkey,5,1,781,45,9,0
Portugal,3,4,92,10,6,1
Guinea-Bissau,4,4,36,1,6,0
Qatar,5,1,11,0,8,0
Laos,5,1,236,3,10,0
Gambia,4,4,10,1,1,0
Sri-Lanka,5,1,66,15,10,0
Belgium,3,1,31,10,6,1
El-Salvador,1,4,21,5,2,1
Gibraltar,3,4,0,0,1,1
Tunisia,4,1,164,7,8,0
Nigeria,4,1,925,56,10,0
Mali,4,4,1240,7,3,0
Pakistan,5,1,804,84,6,0
Guam,6,1,0,0,1,1
Comorro-Islands,4,2,2,0,3,0
Yugoslavia,3,1,256,22,6,0
Maldive-Islands,5,1,0,0,10,0
Peru,2,3,1285,14,2,1
Netherlands,3,1,41,14,6,1
Congo,4,2,342,2,10,0
Turks-Cocos-Islands,1,4,0,0,1,1
Mexico,1,4,1973,77,2,1
Sudan,4,1,2506,20,8,0
Guatemala,1,4,109,8,2,1
Lesotho,4,2,30,1,10,0
Surinam,2,4,63,0,6,1
Faeroes,3,4,1,0,6,1
Bahrain,5,1,1,0,8,0
Romania,3,1,237,22,6,0
Uganda,4,1,236,13,10,0
France,3,1,547,54,3,1
Philippines,6,1,300,48,10,1
Sierra-Leone,4,4,72,3,1,0
Parguay,2,3,407,3,2,1
Venezuela,2,4,912,15,2,1
Kuwait,5,1,18,2,8,0
Ethiopia,4,1,1222,31,10,1
Bolivia,2,3,1099,6,2,1
Brazil,2,3,8512,119,6,1
Vanuatu,6,2,15,0,6,1
Chad,4,1,1284,4,3,0
Seychelles,4,2,0,0,1,1
Somalia,4,1,637,5,10,0
Papua-New-Guinea,6,2,463,3,1,0
Poland,3,1,313,36,5,0
San-Marino,3,1,0,0,6,1
Czechoslovakia,3,1,128,15,5,0
Spain,3,4,505,38,2,1
Malta,3,1,0,0,10,1
Iran,5,1,1648,39,6,0
Cyprus,3,1,9,1,6,1
Kiribati,6,1,0,0,1,1
Mongolia,5,1,1566,2,10,0
St-Kitts-Nevis,1,4,0,0,1,1
Jamaica,1,4,11,2,1,1
South-Africa,4,2,1221,29,6,1
French-Polynesia,6,3,4,0,3,1
Finland,3,1,337,5,9,1
Sweden,3,1,450,8,6,1
Malawi,4,2,118,6,10,0
Dominican-Republic,1,4,49,6,2,1
Falklands-Malvinas,2,3,12,0,1,1
Italy,3,1,301,57,6,1
Iceland,3,4,103,0,6,1
British-Virgin-Isles,1,4,0,0,1,1
Nicaragua,1,4,128,3,2,1
Australia,6,2,7690,15,1,1
Afghanistan,5,1,648,16,10,0
Senegal,4,4,196,6,3,0
St-Helena,4,3,0,0,1,1
Togo,4,1,57,2,3,0
Dominica,1,4,0,0,1,1
Liberia,4,4,111,1,10,0
Barbados,1,4,0,0,1,1
Marianas,6,1,0,0,10,1
Colombia,2,4,1139,28,2,1
Malagasy,4,2,587,9,10,1
Taiwan,5,1,36,18,7,0
Kampuchea,5,1,181,6,10,0
Saudi-Arabia,5,1,2150,9,8,0
Bahamas,1,4,19,0,1,1
Indonesia,6,2,1904,157,10,0
Germany-FRG,3,1,249,61,4,1
Cuba,1,4,115,10,2,0
Panama,2,4,76,2,2,1
Algeria,4,1,2388,20,8,0
US-Virgin-Isles,1,4,0,0,1,1
Zimbabwe,4,2,391,8,10,0
Chile,2,3,757,11,2,1
Greenland,1,4,2176,0,6,1
Thailand,5,1,514,49,10,0
Malaysia,5,1,333,13,10,0
South-Korea,5,1,99,39,10,0
Burkina,4,4,274,7,3,0
Burma,5,1,678,35,10,0
Angola,4,2,1247,7,10,0
Monaco,3,1,0,0,3,1
Cayman-Islands,1,4,0,0,1,1
Belize,1,4,23,0,1,1
Swaziland,4,2,17,1,10,1
Kenya,4,1,583,17,10,0
Burundi,4,2,28,4,10,0
Oman,5,1,212,1,8,0
American-Samoa,6,3,0,0,1,1
Israel,5,1,21,4,10,0
Montserrat,1,4,0,0,1,1
Antigua-Barbuda,1,4,0,0,1,1
Nepal,5,1,140,16,10,0
Bulgaria,3,1,111,9,5,0
Cook-Islands,6,3,0,0,1,1
New-Zealand,6,2,268,2,1,1
Germany-DDR,3,1,108,17,4,0
Trinidad-Tobago,2,4,5,1,1,1
Albania,3,1,29,3,6,0
Singapore,5,1,1,3,7,0
Gabon,4,2,268,1,10,0
Anguilla,1,4,0,0,1,1
Ivory-Coast,4,4,323,7,3,0
French-Guiana,2,4,91,0,3,1
St-Lucia,1,4,0,0,1,1
Tanzania,4,2,945,18,10,0
China,5,1,9561,1008,7,0
