19.13,16.31,6.183,2.109,0
16.17,15.38,5.762,4.286,0
12.78,13.57,5.262,1.176,0
11.34,12.87,5.053,3.347,1
18.65,16.41,6.285,4.391,0
10.59,12.41,4.899,4.975,1
17.12,15.55,5.85,2.858,0
19.06,16.45,6.416,2.248,0
17.55,15.66,5.791,5.366,0
11.81,13.45,5.413,4.898,1
14.43,14.4,5.585,3.975,0
19.94,16.92,6.675,3.252,0
13.37,13.78,5.32,4.67,1
16.44,15.25,5.884,1.969,0
15.26,14.85,5.714,4.543,0
20.24,16.91,6.315,5.901,0
14.29,14.09,5.291,2.699,0
12.7,13.71,5.386,3.26,1
11.4,13.08,5.136,5.588,1
11.84,13.21,5.175,3.598,1
14.52,14.6,5.741,1.481,0
16.41,15.25,5.718,4.217,0
17.99,15.86,5.89,2.068,0
10.93,12.8,5.046,5.398,1
12.26,13.6,5.408,4.756,1
13.16,13.82,5.454,0.8551,0
18.43,15.97,5.98,2.984,0
13.8,14.04,5.376,1.56,0
15.49,14.94,5.757,3.412,0
18.98,16.57,6.449,2.144,0
15.05,14.68,5.712,2.129,0
13.74,14.05,5.482,2.932,0
10.79,12.93,5.317,5.462,1
18.27,16.09,6.173,2.443,0
19.15,16.45,6.245,3.084,0
10.74,12.73,5.145,4.702,1
18.88,16.26,6.084,1.649,0
16.14,14.99,5.658,1.355,0
18.36,16.52,6.666,4.933,0
14.16,14.4,5.658,3.072,0
12.15,13.45,5.417,3.638,1
20.16,17.03,6.513,1.91,0
14.69,14.49,5.563,3.586,0
12.72,13.57,5.226,4.102,0
15.56,14.89,5.776,4.972,0
12.21,13.47,5.357,1.661,1
13.94,14.17,5.585,2.124,0
13.54,13.85,5.348,2.587,0
14.92,14.43,5.384,1.142,0
16.84,15.67,5.998,4.675,0
12.74,13.67,5.395,2.504,0
11.35,13.12,5.176,4.337,1
12.36,13.19,5.076,3.22,0
11.55,13.1,5.167,6.715,1
15.99,14.89,5.363,3.336,0
20.88,17.05,6.45,5.016,0
12.11,13.27,5.236,4.132,1
17.63,15.86,6.033,3.747,0
18.59,16.05,6.037,6.001,0
11.14,12.79,5.011,6.388,1
16.63,15.46,6.053,2.04,0
18.89,16.23,6.227,3.639,0
13.34,13.95,5.389,5.995,1
16.16,15.33,5.845,4.266,0
17.63,15.98,6.191,4.076,0
20.03,16.9,6.493,3.063,0
16.23,15.18,5.872,3.769,0
12.38,13.44,5.219,5.472,1
15.01,14.76,5.789,1.791,0
10.83,12.96,5.278,5.182,1
12.88,13.5,5.139,2.352,0
12.44,13.59,5.319,4.924,1
18.94,16.32,6.144,2.908,0
11.23,12.82,5.089,7.524,1
15.6,15.11,5.832,2.725,0
18.76,16.2,6.172,3.12,0
16.2,15.27,5.826,2.823,0
12.73,13.75,5.412,3.533,0
11.21,13.13,5.279,6.169,1
18.94,16.49,6.445,5.064,0
19.46,16.5,6.113,4.308,0
17.36,15.76,6.145,3.526,0
12.62,13.67,5.41,3.306,1
15.36,14.76,5.701,1.367,0
13.02,13.76,5.395,3.373,0
