13.22,0.8263,5.304,2.695,1
13.15,0.8793,5.105,2.941,1
16.57,0.8687,6.449,3.552,0
15.89,0.9108,5.979,3.755,0
14.89,0.8823,5.776,3.408,0
14.02,0.8604,5.516,3.065,0
13.55,0.9009,5.138,3.201,0
14.04,0.8794,5.376,3.155,0
15.65,0.8648,6.139,3.463,0
16.12,0.8772,6.059,3.563,0
12.8,0.8372,5.088,2.675,1
12.82,0.8594,5.089,2.821,1
13.41,0.8416,5.267,2.847,1
12.73,0.8329,5.145,2.642,1
15.86,0.8992,5.89,3.694,0
13.76,0.8641,5.395,3.026,0
13.21,0.8521,5.175,2.836,1
13.47,0.8392,5.159,3.032,0
16.71,0.878,6.366,3.801,0
14.49,0.8799,5.563,3.259,0
14.28,0.8993,5.351,3.333,0
13.2,0.8783,5.137,2.981,1
14.94,0.8724,5.757,3.371,0
15.73,0.8763,5.978,3.594,0
13.36,0.8579,5.24,2.909,1
13.47,0.886,5.16,3.126,1
13.4,0.8274,5.314,2.777,1
14.77,0.8658,5.702,3.212,0
14.57,0.8811,5.554,3.333,0
13.57,0.8716,5.262,3.026,0
13.45,0.8198,5.413,2.716,1
13.23,0.8664,5.099,2.936,0
13.04,0.8266,5.22,2.693,1
16.42,0.8829,6.248,3.755,0
13.12,0.8291,5.176,2.668,1
13.52,0.8082,5.444,2.678,1
16.19,0.8977,6.006,3.857,0
14.17,0.8728,5.585,3.15,0
13.41,0.8706,5.236,3.017,1
14.21,0.9153,5.205,3.466,0
13.34,0.8684,5.243,2.974,1
13.5,0.8879,5.139,3.119,0
13.52,0.8249,5.405,2.776,1
16.26,0.8637,6.271,3.512,0
12.83,0.8256,5.18,2.63,1
14.56,0.8883,5.57,3.377,0
14.09,0.905,5.291,3.337,0
13.75,0.8458,5.412,2.882,0
13.08,0.8375,5.136,2.763,1
14.21,0.8951,5.386,3.312,0
16.45,0.889,6.245,3.815,0
15.15,0.8527,5.92,3.231,0
13.67,0.8564,5.395,2.956,0
13.67,0.8481,5.41,2.911,1
13.32,0.8652,5.224,2.967,1
14.9,0.8706,5.884,3.268,0
15.25,0.8866,5.718,3.525,0
16.26,0.9081,6.154,3.93,0
14.61,0.8538,5.715,3.113,0
16.99,0.8746,6.581,3.785,0
15.18,0.885,5.872,3.472,0
14.4,0.8584,5.658,3.129,0
14.28,0.8831,5.504,3.199,0
12.8,0.839,5.046,2.717,1
13.13,0.8335,5.176,2.719,1
14.43,0.9006,5.384,3.412,0
16.32,0.8942,6.144,3.825,0
12.96,0.8099,5.278,2.641,1
14.37,0.8726,5.63,3.19,0
16.59,0.8815,6.341,3.81,0
16.31,0.9035,6.183,3.902,0
14.85,0.8696,5.714,3.242,0
14.6,0.8557,5.741,3.113,0
16.9,0.8811,6.493,3.857,0
15.66,0.8991,5.791,3.69,0
13.6,0.8333,5.408,2.833,1
14.18,0.882,5.541,3.221,0
16.91,0.8897,6.315,3.962,0
13.71,0.8491,5.386,2.911,1
16.18,0.8999,6.111,3.869,0
15.98,0.8673,6.191,3.561,0
15.55,0.8892,5.85,3.566,0
13.23,0.8496,5.263,2.84,1
14.35,0.8818,5.388,3.377,0
13.07,0.8575,5.108,2.85,1
12.57,0.859,4.981,2.821,1
13.59,0.8462,5.319,2.897,1
