CYOE_ECOLI,0.50,0.54,0.64,0.68,1
MALG_ECOLI,0.50,0.56,0.86,0.83,1
EFTU_ECOLI,0.50,0.41,0.38,0.46,0
PTNA_ECOLI,0.50,0.30,0.34,0.43,0
DGAL_ECOLI,0.50,0.35,0.51,0.49,1
CAFA_ECOLI,0.50,0.46,0.24,0.35,0
LPLA_ECOLI,0.50,0.54,0.34,0.43,0
PPB_ECOLI,0.50,0.49,0.40,0.34,1
SLP_ECOLI,0.50,0.62,0.55,0.28,1
UVRB_ECOLI,0.50,0.42,0.29,0.39,0
ATKA_ECOLI,0.50,0.65,0.77,0.79,1
ASG1_ECOLI,0.50,0.57,0.27,0.37,0
ENO_ECOLI,0.50,0.42,0.29,0.39,0
PTWX_ECOLI,0.50,0.34,0.37,0.28,0
RHAT_ECOLI,0.50,0.56,0.71,0.74,1
LLDP_ECOLI,0.50,0.59,0.66,0.66,1
GGT_ECOLI,0.50,0.49,0.49,0.41,1
CADB_ECOLI,0.50,0.65,0.76,0.79,1
EFG_ECOLI,0.50,0.42,0.35,0.44,0
POTE_ECOLI,0.50,0.66,0.67,0.71,1
EXBD_ECOLI,0.50,0.36,0.76,0.23,1
PROX_ECOLI,0.50,0.50,0.36,0.38,1
UGPB_ECOLI,0.50,0.48,0.35,0.32,1
SYK1_ECOLI,0.50,0.49,0.23,0.34,0
DSBD_ECOLI,0.50,0.50,0.71,0.75,1
DPPC_ECOLI,0.50,0.51,0.90,0.88,1
SYD_ECOLI,0.50,0.43,0.29,0.39,0
USHA_ECOLI,0.50,0.44,0.39,0.38,1
IF2_ECOLI,0.50,0.35,0.39,0.47,0
PTGA_ECOLI,0.50,0.37,0.27,0.27,0
TREA_ECOLI,0.50,0.47,0.68,0.30,1
SOXS_ECOLI,0.50,0.60,0.06,0.20,0
FRDC_ECOLI,0.50,0.33,0.78,0.80,1
LGT_ECOLI,0.50,0.66,0.64,0.69,1
G6PI_ECOLI,0.50,0.59,0.41,0.49,0
OSMY_ECOLI,0.50,0.41,0.39,0.20,1
