3449,401,994,1017,250,3346,5,1418,3822,557,759,0,386,0,490,0,4319,0,270,0,2,0,0,474,3549,0,26,0,0,0,0,0,480,0,65,0,29,0,0,0,1272,0,116,0,0,0,0,0,1180,0,15,0,0,0,0,0,1362,0,0,0,0,0,0,0,60,0,68,0,41,0,0,0,153,0,0,0,0,0,0,0,162,0,2,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2998,0,259,0,47,0,150,1104,4123,2990,171,0,598,806,0,0,4551,0,913,0,338,0,249,0,4321,0,51,0,33,0,66,0,726,0,37,0,0,0,0,450,2049,0,39,0,0,0,0,0,2516,0,0,0,0,0,0,0,2412,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,154,0,2,0,0,0,0,0,139,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310,442,745,0,687,0,462,591,3592,714,1298,969,544,3457,1,0,2867,0,6,0,18,0,0,0,2132,0,0,0,0,0,0,0,854,0,56,0,0,0,0,407,3104,0,67,0,0,0,0,0,3580,0,0,0,0,0,0,0,3360,0,0,0,0,0,0,0,71,0,9,0,0,0,0,0,42,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3810,412,1117,798,426,0,37,675,3843,0,347,0,533,1553,0,0,4836,0,0,0,0,0,41,4110,2488,0,0,0,0,0,0,0,395,0,70,0,0,0,0,0,625,0,0,0,0,0,0,0,710,0,0,0,0,0,0,741,427,0,0,0,0,0,0,0,237,0,68,0,1,0,0,0,95,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
518,0,117,0,196,2329,299,418,975,496,947,429,710,1912,128,0,827,0,1147,1354,89,4206,20,0,272,0,223,0,266,0,64,0,106,0,2,0,0,0,0,0,160,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,76,0,11,0,0,0,0,0,146,0,4,0,0,0,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3496,0,379,0,61,402,22,0,3003,0,171,0,40,0,0,0,2375,0,80,0,2,0,0,0,2300,0,6,0,0,0,0,0,973,0,577,0,56,0,3,0,2678,0,447,0,17,0,0,0,2539,0,29,0,0,0,0,467,2330,0,1,0,0,0,0,0,359,682,812,464,1161,1482,114,0,713,0,1203,563,417,0,239,0,368,0,134,0,1,0,0,0,170,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1132,0,708,0,525,0,205,589,2494,3361,2964,3753,52,3103,8,1219,3248,958,1449,0,130,0,60,0,2669,0,33,0,0,0,0,0,29,0,72,0,141,0,0,0,61,0,79,0,0,0,0,0,21,0,48,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
843,0,658,613,44,351,239,1933,1693,1060,679,781,320,1961,76,1664,1562,1124,536,610,427,1262,20,363,1925,0,221,0,0,0,0,0,739,0,138,0,10,0,0,361,1090,0,11,0,0,0,0,0,731,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,322,0,177,0,62,0,0,0,672,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911,0,273,0,174,425,22,581,2846,458,1224,1597,506,4066,84,4340,1659,2296,256,518,398,680,8,4122,1981,0,121,0,0,0,0,0,50,0,6,0,0,0,0,0,255,0,40,0,0,0,0,0,215,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2740,0,294,0,7,0,273,2015,4527,1886,707,985,301,1604,140,0,4628,0,711,0,664,0,597,0,3118,0,2,0,0,0,0,0,604,0,50,0,0,0,0,0,2100,0,152,0,0,0,0,0,1848,0,34,0,0,0,0,0,1653,0,0,0,0,0,0,0,103,0,3,0,0,0,0,0,74,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
