Jordan,5,1,98,2,8,0
Poland,3,1,313,36,5,0
Panama,2,4,76,2,2,1
Qatar,5,1,11,0,8,0
Afghanistan,5,1,648,16,10,0
Djibouti,4,1,22,0,3,0
New-Zealand,6,2,268,2,1,1
Yugoslavia,3,1,256,22,6,0
Brunei,5,1,6,0,10,0
Vietnam,5,1,333,60,10,0
Western-Samoa,6,3,3,0,1,1
Liberia,4,4,111,1,10,0
Niue,6,3,0,0,1,1
Rwanda,4,2,26,5,10,0
Singapore,5,1,1,3,7,0
Guinea-Bissau,4,4,36,1,6,0
Germany-FRG,3,1,249,61,4,1
Bahrain,5,1,1,0,8,0
Belize,1,4,23,0,1,1
Morocco,4,4,447,20,8,0
Taiwan,5,1,36,18,7,0
Peru,2,3,1285,14,2,1
Mexico,1,4,1973,77,2,1
Zimbabwe,4,2,391,8,10,0
Montserrat,1,4,0,0,1,1
Albania,3,1,29,3,6,0
Nauru,6,2,0,0,10,1
Sierra-Leone,4,4,72,3,1,0
Togo,4,1,57,2,3,0
French-Guiana,2,4,91,0,3,1
Cape-Verde-Islands,4,4,4,0,6,1
Hong-Kong,5,1,1,5,7,0
Malawi,4,2,118,6,10,0
Netherlands,3,1,41,14,6,1
France,3,1,547,54,3,1
Norway,3,1,324,4,6,1
Lebanon,5,1,10,3,8,0
Syria,5,1,185,10,8,0
India,5,1,3268,684,6,0
Bhutan,5,1,47,1,10,0
Monaco,3,1,0,0,3,1
Guam,6,1,0,0,1,1
Cyprus,3,1,9,1,6,1
Luxembourg,3,1,3,0,4,1
Nicaragua,1,4,128,3,2,1
Cayman-Islands,1,4,0,0,1,1
Sao-Tome,4,1,0,0,6,1
Bangladesh,5,1,143,90,6,0
Czechoslovakia,3,1,128,15,5,0
Cook-Islands,6,3,0,0,1,1
Kuwait,5,1,18,2,8,0
St-Lucia,1,4,0,0,1,1
China,5,1,9561,1008,7,0
Denmark,3,1,43,5,6,1
Benin,4,1,113,3,3,0
Pakistan,5,1,804,84,6,0
Nigeria,4,1,925,56,10,0
Burkina,4,4,274,7,3,0
Dominica,1,4,0,0,1,1
El-Salvador,1,4,21,5,2,1
Bolivia,2,3,1099,6,2,1
Thailand,5,1,514,49,10,0
Dominican-Republic,1,4,49,6,2,1
Mali,4,4,1240,7,3,0
Guyana,2,4,215,1,1,0
Bulgaria,3,1,111,9,5,0
Honduras,1,4,112,4,2,1
