India,5,1,3268,684,6,0
Bhutan,5,1,47,1,10,0
Monaco,3,1,0,0,3,1
Guam,6,1,0,0,1,1
Cyprus,3,1,9,1,6,1
Luxembourg,3,1,3,0,4,1
Nicaragua,1,4,128,3,2,1
Cayman-Islands,1,4,0,0,1,1
Sao-Tome,4,1,0,0,6,1
Bangladesh,5,1,143,90,6,0
Czechoslovakia,3,1,128,15,5,0
Cook-Islands,6,3,0,0,1,1
Kuwait,5,1,18,2,8,0
St-Lucia,1,4,0,0,1,1
China,5,1,9561,1008,7,0
Denmark,3,1,43,5,6,1
Benin,4,1,113,3,3,0
Pakistan,5,1,804,84,6,0
Nigeria,4,1,925,56,10,0
Burkina,4,4,274,7,3,0
Dominica,1,4,0,0,1,1
El-Salvador,1,4,21,5,2,1
Bolivia,2,3,1099,6,2,1
Thailand,5,1,514,49,10,0
Dominican-Republic,1,4,49,6,2,1
Mali,4,4,1240,7,3,0
Guyana,2,4,215,1,1,0
Bulgaria,3,1,111,9,5,0
Honduras,1,4,112,4,2,1
South-Korea,5,1,99,39,10,0
Malaysia,5,1,333,13,10,0
Swaziland,4,2,17,1,10,1
Chile,2,3,757,11,2,1
Mauritania,4,4,1031,2,8,0
Zaire,4,2,905,28,10,0
Finland,3,1,337,5,9,1
Spain,3,4,505,38,2,1
Italy,3,1,301,57,6,1
Mozambique,4,2,783,12,10,0
Austria,3,1,84,8,4,1
Tunisia,4,1,164,7,8,0
Marianas,6,1,0,0,10,1
Saudi-Arabia,5,1,2150,9,8,0
US-Virgin-Isles,1,4,0,0,1,1
Grenada,1,4,0,0,1,1
Malta,3,1,0,0,10,1
Kiribati,6,1,0,0,1,1
South-Yemen,5,1,288,2,8,0
Colombia,2,4,1139,28,2,1
St-Vincent,1,4,0,0,1,1
Lesotho,4,2,30,1,10,0
Turks-Cocos-Islands,1,4,0,0,1,1
North-Yemen,5,1,195,9,8,0
Netherlands-Antilles,1,4,0,0,6,1
Argentine,2,3,2777,28,2,1
Sudan,4,1,2506,20,8,0
Belgium,3,1,31,10,6,1
Egypt,4,1,1001,47,8,0
